blackberry,wireless,14.0176449893
wireless,handheld,13.9327560917
blackberry,handheld,13.8656418959
blackberry,blackberry,12.9207834501
mm,mm,12.8346460063
download,msn,12.402241375
wireless,blackberry,12.2102900673
notify,sender,12.1254011697
handheld,blackberry,12.0582869738
cows,cows,11.9310396191
msn,msn,11.8962302157
msn,asp,11.8896873698
error,sender,11.617254266
error,notify,11.2546841866
disclosure,distribution,11.2283380905
prohibited,error,11.2022167667
error,delete,11.1477689827
ken,lay,11.1117262328
notify,immediately,11.0894815954
sender,delete,11.0184859658
intended,disclosure,10.9849860505
importance,high,10.9699090901
index,index,10.9310396191
north,america,10.9201284834
error,immediately,10.9089093498
exmerge,items,10.8854503769
confidential,intended,10.8554140032
sara,wholesale,10.8257591047
couple,weeks,10.7437222673
notify,delete,10.7103636704
amount,paid,10.6997164262
status,changed,10.6957168944
disclosure,taking,10.6724566536
received,error,10.6697216859
sender,immediately,10.5869812549
amount,status,10.5657707219
id,id,10.5508074328
blackberry,net,10.5322181621
prohibited,sender,10.4879712491
stacey,stacey,10.4387672511
sender,sender,10.3884355755
amount,approval,10.3802150687
approval,status,10.3358209493
delete,disclosure,10.3004878762
distribution,taking,10.2691009594
amount,amount,10.2496835056
immediately,sender,10.2390579515
confidential,notify,10.2323163736
delete,prohibited,10.2249368432
physical,basis,10.1825344009
confidential,individual,10.1757328452
taking,prohibited,10.1672213454
account,account,10.1511465825
lay,richard,10.0914538377
delete,distribution,10.0897772599
several,parties,10.0847591852
specific,individual,10.0761971717
status,status,10.0727865435
intended,individual,10.0688176413
individual,intended,10.0688176413
requested,related,10.0688176413
story,share,10.0582869738
download,asp,10.0517441279
eol,trades,10.0517441279
positions,positions,10.0258654961
having,problems,10.0119431199
individual,sender,10.0099239522
short,short,10.0095716888
responsible,delivery,10.0067566732
addition,parties,10.0067566732
distribution,prohibited,9.99666785555
intended,distribution,9.99666785555
importance,lay,9.99415663639
immediately,delete,9.97602354563
intended,delete,9.96190243738
total,amount,9.94482892403
notify,error,9.93275609173
original,prohibited,9.91681454786
prohibited,immediately,9.90890934977
period,period,9.90300874833
sara,smith,9.89713218199
stacey,susan,9.89127945575
disclosure,intended,9.88545037695
download,using,9.8818191265
lay,dan,9.87386240267
changed,mm,9.84529325047
physical,physical,9.83964668733
changed,report,9.83945237189
own,traders,9.81912966999
notify,original,9.81727887431
sender,original,9.81727887431
dynegy,trade,9.81174069076
prohibited,intended,9.80989934394
sender,notify,9.80347307478
nov,nov,9.79252277522
short,term,9.78902061426
delete,copies,9.78436425183
confidential,disclosure,9.76997315953
exmerge,chris,9.75962865824
disclosure,approval,9.7479468532
via,blackberry,9.73635887892
positions,book,9.73635887892
error,original,9.72416946991
confidential,error,9.72416946991
question,responsible,9.71725005597
value,traders,9.71725005597
sale,sale,9.7139214898
intended,sender,9.71036367039
prohibited,notify,9.71036367039
sender,error,9.71036367039
november,november,9.70573387309
old,always,9.70419390315
november,physical,9.69668873349
immediately,prohibited,9.68651692843
account,positions,9.68482857828
copies,notify,9.68482857828
status,report,9.67685786717
received,sender,9.66596955103
trades,trades,9.66472100483
changed,changed,9.66329541673
disclosure,prohibited,9.66305795561
confidential,specific,9.66115967239
appropriate,needed,9.64324947453
daily,daily,9.6399743425
always,never,9.6301933217
term,short,9.62552188198
received,notify,9.62532756653
distribution,necessary,9.62411368759
mail,mail,9.60102597665
wholesale,smith,9.59945163335
confidential,sender,9.59488645297
transmission,transmission,9.5907703445
prohibited,received,9.57286014664
paid,status,9.57286014664
book,trades,9.55578663328
intended,specific,9.55424446847
specific,intended,9.55424446847
html,html,9.54671159857
delete,notify,9.54043866895
lot,dynegy,9.54043866895
wholesale,services,9.53667183902
payment,status,9.52846602728
november,december,9.52676373205
proposed,mm,9.50425633264
mm,traders,9.50425633264
use,prohibited,9.50303869714
making,december,9.49979668445
wireless,net,9.49979668445
ceo,ceo,9.49861849325
load,load,9.49579475389
says,story,9.47332447309
signed,july,9.47004934105
dynegy,joe,9.46026832026
lay,corp,9.45882490339
high,lay,9.45882490339
intended,notify,9.44732926455
filing,filing,9.44647077298
dynegy,copies,9.42179417245
louise,lay,9.40919413567
payment,changed,9.4029351452
payment,demand,9.4029351452
money,money,9.39486184466
report,amount,9.38586163184
specific,dynegy,9.38431946703
understand,dynegy,9.38431946703
ask,notify,9.37816724005
filing,response,9.3777580229
related,related,9.37693993666
proposed,disclosure,9.37448845767
needed,dynegy,9.347793591
notify,email,9.347793591
dynegy,never,9.347793591
handheld,net,9.347793591
copies,copies,9.34379166045
traders,traders,9.34379166045
prohibited,specific,9.33185204713
delete,original,9.33185204713
prohibited,individual,9.33185204713
prohibited,confidential,9.33185204713
joe,lay,9.30826522682
always,lay,9.30826522682
sender,email,9.29532617111
notify,via,9.28889990195
error,ask,9.28505783566
received,delete,9.27740426311
download,download,9.26884224961
mm,changed,9.26033074975
term,term,9.25296771402
smith,houston,9.25102938646
positions,eol,9.23231637358
nov,trades,9.22862189003
required,trades,9.22862189003
intended,prohibited,9.22493684322
michelle,value,9.21029006725
wireless,approval,9.21029006725
customers,agreed,9.20472889342
sara,services,9.20060751386
delete,message,9.19940175111
start,hour,9.19836904166
via,error,9.19579049756
past,share,9.19579049756
ken,ken,9.19116070026
amount,payment,9.18583702353
stacey,tom,9.18501065881
paid,approval,9.15782264736
program,area,9.15782264736
notice,disclosure,9.15752992238
disclosure,notice,9.15752992238
ask,sender,9.15577481871
confidential,law,9.15569509198
cows,sell,9.14877567804
stacey,went,9.13920696919
document,document,9.13722660506
agreements,copies,9.13228755525
says,paid,9.12540116967
message,responsible,9.12139923911
always,party,9.11923140243
sara,sara,9.11445087011
notify,use,9.1139964064
changed,status,9.1107543937
america,corp,9.10832765631
ever,least,9.09683201747
transmission,area,9.09481284983
area,transmission,9.09481284983
west,east,9.08977725994
cash,amount,9.08921883336
received,immediately,9.08690765175
parties,parties,9.08475918517
michelle,michelle,9.08475918517
message,confidential,9.08392453369
america,smith,9.08268783515
proposed,purchase,9.07601933561
options,positions,9.0747750966
wholesale,wholesale,9.07436058861
responsible,sara,9.06815721783
via,sender,9.06650748061
sender,via,9.06650748061
anyone,notify,9.05828697381
approval,via,9.05828697381
anyone,lay,9.05828697381
law,intended,9.04877988806
executed,copies,9.04739865767
sender,copies,9.04739865767
lisa,joe,9.04523082098
transmission,load,9.04328254919
load,transmission,9.04328254919
physical,daily,9.03229176528
program,program,9.03229176528
importance,requested,9.03068251241
james,december,9.02586549612
north,corp,9.02586549612
changed,total,9.02586549612
requested,why,9.02372975177
always,later,9.01548347759
addition,several,9.00675667317
michelle,account,9.00675667317
party,never,9.00675667317
north,smith,9.00022567496
related,story,8.98789764592
status,paid,8.98789764592
story,looks,8.98789764592
necessary,correct,8.98166569221
positions,disclosure,8.97855978134
use,blackberry,8.97649288265
michelle,confidential,8.96928196775
executed,prior,8.96312974077
lunch,wireless,8.94180123133
december,november,8.94180123133
options,status,8.93727157285
necessary,every,8.93727157285
east,nov,8.9237673085
area,area,8.92078345006
individual,law,8.91865589468
specific,law,8.91865589468
west,desk,8.91574786016
immediately,error,8.90890934977
share,later,8.90300874833
east,west,8.89713218199
own,several,8.89713218199
trade,trades,8.89420285096
susan,requested,8.89127945575
eol,account,8.89127945575
payment,payment,8.89103610666
status,following,8.88836197237
canada,canada,8.88171551067
joe,joe,8.88017157471
appreciate,response,8.87732903239
proposed,approval,8.86925314942
smith,texas,8.8673848386
why,necessary,8.86618847479
east,michelle,8.86236676383
money,wireless,8.86236676383
changed,amount,8.84529325047
dan,filing,8.83823849294
hard,copy,8.83791372011
responsible,demand,8.83683167173
anyone,sender,8.83589455247
richard,lisa,8.82841943191
ask,question,8.82562621702
ever,always,8.82283839965
ferc,making,8.82172477934
change,demand,8.82172477934
message,individual,8.82089012786
cash,without,8.81912966999
traders,basis,8.81912966999
list,list,8.8170476917
law,delete,8.81174069076
necessary,document,8.81174069076
paid,paid,8.80989934394
making,sure,8.8062236858
future,transmission,8.79935696631
individual,weeks,8.79935696631
thing,always,8.79730330754
sara,houston,8.79551281783
question,several,8.79525256798
level,discussed,8.79525256798
immediately,original,8.79343213235
confidential,immediately,8.79343213235
lunch,handheld,8.78979813788
world,bit,8.78707863653
saturday,sunday,8.7852684794
message,prohibited,8.78436425183
stacey,id,8.78165496457
customer,specific,8.78165496457
america,texas,8.77490392258
delete,taking,8.77490392258
story,later,8.76550522458
changed,system,8.76283109028
immediately,agreed,8.76206796144
hard,law,8.75927327087
susan,susan,8.75882915973
notice,distribution,8.75417422815
transaction,transaction,8.75085844862
agreed,agreements,8.7479468532
program,download,8.74688954641
room,room,8.73860898862
says,always,8.7233027261
sender,use,8.72167898362
ken,daily,8.71940880999
asp,id,8.71655993635
ever,never,8.71036367039
open,share,8.71036367039
run,ever,8.71036367039
period,correct,8.71036367039
money,handheld,8.71036367039
basis,customer,8.70950517882
customer,customer,8.70950517882
responsible,wholesale,8.70907612453
currently,responsible,8.70907612453
trade,trade,8.7086471978
story,tell,8.70778972672
several,prior,8.70009533493
approval,payment,8.69839102872
responsible,copy,8.69690141058
north,texas,8.69244176239
document,signed,8.69244176239
level,provided,8.69244176239
dynegy,signed,8.69244176239
status,review,8.69215907501
mm,company,8.68179451819
original,transaction,8.67977535056
original,agreements,8.67977535056
purchase,price,8.67485401091
hard,without,8.67473976066
edison,couple,8.67115364138
december,physical,8.66972168589
dynegy,short,8.66972168589
physical,december,8.66972168589
december,went,8.66972168589
transaction,period,8.66596955103
report,total,8.66596955103
every,lot,8.66596955103
immediately,copies,8.66098183633
problems,early,8.65625942608
least,sell,8.65625942608
message,sender,8.65508123489
process,delete,8.65477134443
lunch,blackberry,8.65229461413
blackberry,lunch,8.65229461413
changes,requested,8.64735387286
specific,past,8.64735387286
ask,via,8.64120164588
east,east,8.6399743425
prohibited,delete,8.6399743425
distribution,list,8.63774555318
room,addition,8.6375228635
disclosure,message,8.6375228635
message,disclosure,8.6375228635
wholesale,houston,8.62907680246
december,final,8.62532756653
notify,received,8.62532756653
mm,period,8.62290082914
trades,executed,8.62290082914
id,access,8.61959820647
agreed,payment,8.61866383625
email,prohibited,8.617254266
intended,error,8.617254266
problem,requested,8.61564501314
firm,signed,8.61443925039
copies,signed,8.61443925039
own,value,8.6076255648
dynegy,discuss,8.60363249543
sell,karen,8.60076431349
error,copies,8.59171917389
add,delete,8.58934826943
immediately,notify,8.58698125488
trades,several,8.58225884464
disclosure,agreement,8.58166962877
executed,executed,8.58108065344
total,total,8.58108065344
pipeline,company,8.57943280056
house,last,8.57732808158
download,provided,8.57696454497
provided,download,8.57696454497
notify,distribution,8.57520408711
sell,future,8.57379726589
approval,paid,8.57286014664
dave,correct,8.57286014664
blackberry,jim,8.57286014664
money,blackberry,8.57286014664
executed,agreements,8.57286014664
message,taking,8.5713705285
ceo,canada,8.56468621519
job,job,8.56313451293
delete,email,8.56280648197
louise,wireless,8.56119722911
dan,law,8.56020192377
hours,hours,8.55821337067
short,transmission,8.55424446847
understand,change,8.55424446847
area,load,8.54732505453
load,area,8.54732505453
days,demand,8.54560037406
demand,days,8.54560037406
looks,says,8.54043866895
distribution,disclosure,8.52789837233
never,went,8.51771859245
went,run,8.51771859245
using,provided,8.51186951675
greg,bob,8.50872980922
york,times,8.50872980922
discussed,appropriate,8.50574595078
using,addition,8.50425633264
trades,old,8.50425633264
