mail,mail,20.218904089
let,know,15.196199753
cn,cn,14.3129178319
enron,enron,13.0456798201
content,encoding,12.3905667886
transfer,encoding,12.3886100623
content,transfer,12.3869687441
mime,version,12.3509605192
mime,content,12.3502721558
version,content,12.3494008287
mime,encoding,12.3111019886
version,encoding,12.3102909943
mime,transfer,12.3077639723
version,transfer,12.3068002584
origin,filename,12.2709955149
exmerge,origin,12.2709955149
exmerge,filename,12.2709955149
encoding,exmerge,12.2706535902
folder,origin,12.2704256403
folder,filename,12.2704256403
folder,exmerge,12.2704256403
encoding,folder,12.2700723936
version,folder,12.2693659
content,exmerge,12.2692858911
items,filename,12.2689439664
items,origin,12.2689439664
exmerge,items,12.2689439664
content,folder,12.2686594065
encoding,items,12.2685612824
folder,items,12.2683061597
transfer,exmerge,12.2673483175
transfer,folder,12.2666576748
encoding,7bit,12.2299547928
mime,folder,12.2293731768
version,exmerge,12.2291520415
content,7bit,12.2285916301
transfer,7bit,12.226660483
7bit,exmerge,12.1893450207
mime,7bit,12.1891170658
7bit,folder,12.1887751335
version,7bit,12.1883192237
7bit,items,12.1872934266
transfer,items,11.6373063926
7bit,origin,11.6008690516
cooper,richey,11.2599462922
richey,cooper,11.2154532328
richey,richey,11.2114341301
exmerge,richey,11.2090015153
folder,richey,11.208472686
swaps,swaps,10.9469696981
enron,swaps,10.63118672
swaps,enron,10.1499918019
jpg,jpg,9.84749791694
blackberry,net,9.84254808672
ou,cn,9.64072211664
enron,buys,9.35749344188
exmerge,cooper,9.1513982891
folder,cooper,9.15094288841
richey,filename,9.14559142431
origin,richey,9.14559142431
items,richey,9.14325977278
mime,exmerge,8.63551068438
storm11,jpg,8.60150582443
semperger,cara,8.59750241597
cara,semperger,8.53914797338
7bit,richey,8.52316072694
buys,swaps,8.4809658684
dorland,chris,8.47806700278
enron,'s,8.4773530362
semperger,semperger,8.42060085481
storm11,storm11,8.36615682849
jpg,storm11,8.36575773532
encoding,origin,8.34082106386
content,items,8.33549982161
na,cn,8.30438955329
exmerge,semperger,8.2946528317
folder,semperger,8.29425643994
's,take,8.1594302207
dorland,dorland,8.11906519558
chris,dorland,8.11650323939
exmerge,dorland,8.11266030512
folder,dorland,8.11228354686
swaps,buys,7.99542271484
's,'s,7.96389114541
cn,ou,7.93369567191
recipients,cn,7.87185576872
buys,enron,7.84620366312
cn,recipients,7.67893960642
file,jpg,7.54250506548
cn,notesaddr,7.48158946794
enron,cn,7.35504868776
notesaddr,cn,7.34671226311
swaps,sell,7.13654501425
file,file,7.10941479056
blackberry,blackberry,7.05795077284
blackberry,wireless,6.99363989903
blackberry,handheld,6.99297738852
wireless,handheld,6.92479744471
wireless,net,6.92389780323
handheld,net,6.92344932125
wireless,blackberry,6.92177721977
handheld,blackberry,6.92110784367
buys,buys,6.8532680508
explorer,msn,6.85321122819
jpg,file,6.84758308401
exmerge,cara,6.84278427935
folder,cara,6.84235810978
origin,semperger,6.76766852403
semperger,filename,6.76766852403
items,semperger,6.76592080043
n't,know,6.75974536478
ca,n't,6.68300085495
msn,explorer,6.63072428512
origin,dorland,6.61931431168
dorland,filename,6.61931431168
items,dorland,6.61765315379
exmerge,chris,6.61213553673
folder,chris,6.6114363962
download,msn,6.47932525517
cooper,cooper,6.46914808945
7bit,cooper,6.46141968348
origin,cooper,6.46129087671
cooper,origin,6.46129087671
cooper,filename,6.46129087671
filename,cooper,6.46129087671
encoding,cooper,6.46090445641
content,cooper,6.45935877522
cooper,items,6.45897235492
items,cooper,6.45897235492
transfer,cooper,6.4571690602
richey,origin,6.45307872978
filename,richey,6.45307872978
encoding,richey,6.45252915424
content,richey,6.4503308521
richey,items,6.44978127656
transfer,richey,6.44721659073
download,explorer,6.40172495297
explorer,asp,6.3223995219
msn,asp,6.32234819337
cn,na,6.32162079472
sell,swaps,6.31904116924
did,n't,6.27410963701
cn,enron,6.25285082471
explorer,intl,6.24381279906
msn,intl,6.24378458003
importance,high,6.24180479216
3dna,cn,6.08117061319
file,storm11,6.07797458038
sterling,wood,5.99846650899
wood,way,5.99568705653
sterling,way,5.99554792932
storm11,file,5.99514600628
take,oak,5.99381038507
dead,take,5.99357232296
next,week,5.98691740481
's,oak,5.97986365534
's,right,5.93494411724
sell,sell,5.82840681544
natural,gas,5.82262312249
last,enron,5.81739705916
7bit,semperger,5.81401121004
give,call,5.79637858178
ou,na,5.74326289685
3denron,cn,5.74301747827
system,controller,5.74051324004
enron,ou,5.71280354537
's,enron,5.65342980606
make,sure,5.64133679233
mvc,jpg,5.56713133389
chris,chris,5.55110570661
version,richey,5.53364743489
firm,load,5.47523074696
