3d,3d,44.4380916393
quicken,excite,18.6733600204
let,know,18.3867894631
excite,investments,17.7118987348
quicken,investments,17.1673865297
excite,symbol,16.0848237495
investments,symbol,16.0232370819
quicken,symbol,14.4820266249
symbol,quicken,14.0616179888
symbol,excite,13.1423587029
's,'s,13.0334040609
excite,excite,12.987916002
quicken,quicken,12.833655111
excite,quicken,12.8333335146
investments,excite,12.2356621949
symbol,investments,12.1960720222
investments,quicken,12.0714219753
investments,investments,11.947167964
symbol,symbol,11.3909267917
images4,postdirect,10.9522182688
investments,discuss,10.9415583451
excite,discuss,10.9404207447
gas,electric,10.9251349982
quicken,discuss,10.7564450382
quotes,symbol,10.5784530022
direct,access,10.478565497
's,power,10.2818178352
market,market,10.2774262771
's,market,10.2572530689
market,power,10.1407227624
file,file,10.0132973879
gas,company,10.0097902365
symbol,msgs,9.89546482364
enron,houston,9.88520607905
electric,company,9.78117489313
postdirect,clear,9.743700389
pacific,gas,9.7245687225
power,'s,9.57732100102
market,'s,9.39283012371
investments,msgs,9.37642298767
smith,houston,9.36709216583
discuss,symbol,9.25892640017
file,jpg,9.21052734482
power,state,9.10623388168
investments,quotes,9.10495206689
quotes,quicken,9.10462962499
pacific,electric,9.10072707041
pacific,company,9.098257367
natural,gas,9.09541584778
enron,smith,9.0679266684
enron,'s,9.03833100949
north,america,8.93935620604
jpg,jpg,8.88607919051
enron,america,8.80039257346
enron,north,8.79701963874
market,prices,8.79200285309
enron,enron,8.78518855117
excite,quotes,8.71156405002
msgs,quicken,8.65519779082
clear,images4,8.59881968569
next,week,8.5221025148
content,encoding,8.4230943821
transfer,encoding,8.42305570626
content,transfer,8.42270707901
clear,postdirect,8.42257089648
n't,know,8.41045179507
california,'s,8.3669700521
mime,content,8.36356646741
mime,version,8.36299042982
version,content,8.36252630811
enron,services,8.30642847667
folder,filename,8.30399308507
folder,exmerge,8.30399308507
exmerge,filename,8.30399308507
origin,filename,8.30395495786
folder,origin,8.30395495786
exmerge,origin,8.30395495786
encoding,exmerge,8.30391683064
encoding,folder,8.30391683064
mime,encoding,8.30387759829
content,exmerge,8.30361181292
content,folder,8.30361181292
transfer,folder,8.3035736857
transfer,exmerge,8.3035736857
mime,transfer,8.30352948024
version,folder,8.30303990469
version,encoding,8.30293602184
folder,items,8.30292552305
items,filename,8.30292552305
exmerge,items,8.30292552305
items,origin,8.30287192392
version,transfer,8.30246854903
msgs,excite,8.30120593038
state,'s,8.25346543203
encoding,items,8.24237783333
encoding,7bit,8.12139087484
content,7bit,8.12109256162
transfer,7bit,8.12105527247
symbol,3ddyn,8.12098069417
symbol,3dduk,8.12098069417
power,market,8.11420964594
electric,gas,8.08450851352
7bit,exmerge,8.05966508041
7bit,folder,8.05966508041
mime,7bit,8.05962750552
mime,folder,8.05950794903
version,7bit,8.05872570799
7bit,items,8.0586129833
version,exmerge,8.05856516071
images4,clear,8.05851733811
special,session,8.05800153725
ca,n't,8.0277753793
john,john,7.97750681612
power,power,7.93915726228
investments,3dwmb,7.8707376496
investments,3dduk,7.8707376496
session,session,7.74127299674
quotes,investments,7.73951960127
quicken,quotes,7.73914036061
quotes,excite,7.73895074028
symbol,3dwmb,7.61251132837
3dwmb,quicken,7.61219310618
electric,transmission,7.6068098474
jpg,file,7.53882311177
index,index,7.48139127182
chris,dorland,7.4793990736
houston,texas,7.46980119254
symbol,discuss,7.46510775018
investments,3ddyn,7.41272638844
enron,corp,7.38366288028
power,under,7.36583448922
call,questions,7.35639421813
3drei,quicken,7.34520872866
power,contracts,7.30809712156
quotes,msgs,7.27797129476
dorland,chris,7.276084893
state,power,7.27498618505
msgs,investments,7.2744292476
quicken,msgs,7.2740950922
msgs,discuss,7.27406167666
excite,msgs,7.27392801451
energy,commission,7.24380989539
gas,gas,7.2414124075
oct,oct,7.20661129875
spot,market,7.19292367308
dorland,dorland,7.13941284174
exmerge,dorland,7.13894493766
folder,dorland,7.13894493766
7bit,origin,7.13845903727
excite,3dwmb,7.13750459008
transfer,items,7.13644087957
winmail,dat,7.07075363739
state,state,7.0295182374
know,questions,6.98609789673
discuss,quicken,6.9786369341
discuss,excite,6.97804351561
's,going,6.95942273989
let,questions,6.9403853745
did,n't,6.93805628886
's,state,6.93767869744
postdirect,images4,6.92467273494
postdirect,postdirect,6.92467273494
images4,images4,6.92467273494
n't,'s,6.92303269708
discuss,quotes,6.92052875891
california,power,6.91980981757
wolfman,said,6.91337634239
electric,electric,6.90928139181
market,wolfman,6.90793054175
give,call,6.8943120651
energy,quicken,6.88896961541
enron,texas,6.88434664742
california,state,6.88412073282
mw,mw,6.85246702995
session,special,6.85064929128
north,houston,6.84075918611
energy,'s,6.80347619302
prices,market,6.7305582076
california,energy,6.72377238286
america,smith,6.69993155044
north,smith,6.69904204699
america,houston,6.69445905154
expensive,market,6.69215181644
mail,mail,6.69197665269
purchases,market,6.68447471746
energy,california,6.64899926728
importance,high,6.63060765789
symbol,3dmir,6.62950466549
3dduk,quicken,6.62913930791
3dmir,quicken,6.62913930791
3dduk,excite,6.62902513367
3dwmb,excite,6.62902513367
3dmir,excite,6.62902513367
excite,3dduk,6.62902513367
smith,texas,6.62407412325
week,october,6.60240454363
's,contracts,6.58903305026
market,contracts,6.58419617353
symbol,3drei,6.55410949086
msgs,symbol,6.47458459916
's,call,6.43805241319
market,said,6.42428418616
know,need,6.41692055457
debra,perlingiere,6.40134792272
de,de,6.40071280777
's,said,6.38841444276
discuss,investments,6.38106725446
let,'s,6.38069834247
energy,excite,6.35949413445
spot,'s,6.3528254275
3drei,excite,6.32066172986
excite,3ddyn,6.3201246829
america,texas,6.31767095888
north,texas,6.31693070495
know,'s,6.31594411253
market,price,6.30843763095
perlingiere,america,6.24212714857
perlingiere,texas,6.24184932439
perlingiere,north,6.24181845504
perlingiere,smith,6.24098498251
debra,america,6.24096513792
debra,texas,6.2405748611
debra,north,6.24053149701
debra,smith,6.23936066655
perlingiere,houston,6.23833021815
debra,houston,6.23563135472
commission,decision,6.23084954494
perlingiere,enron,6.2249637883
federal,energy,6.22178424495
debra,enron,6.21685470327
file,enron,6.1912609901
mw,'s,6.18145343526
symbol,duk,6.16209385229
department,water,6.16180495034
zufferli,john,6.1591065466
make,sure,6.14810072272
california,market,6.14641451465
'd,like,6.14381410286
symbol,energy,6.12423876223
's,energy,6.10761872909
insync,online,6.08174383701
platter,phillip,6.08164574061
symbol,quotes,6.0748423786
market,oversight,6.07083249996
according,market,6.06005698869
market,purchases,6.0565934315
power,term,6.04486713982
commission,'s,6.0011434508
platter,platter,5.99877600605
